alcohol,density,volatile acidity,chlorides,residual sugar,quality
9.2,0.99324,0.21,0.167,1.6,5
10.2,0.99174,0.26,0.034,1.4,6
9.0,0.99792,0.15,0.051,14.7,7
11.9,0.99043,0.27,0.04,1.8,5
9.0,0.99654,0.22,0.07,10.6,6
9.0,0.99758,0.24,0.055,12.5,5
11.0,0.99374,0.28,0.051,6.8,6
10.0,0.99243,0.17,0.039,2.9,5
10.7,0.99216,0.26,0.04,1.4,5
10.7,0.99215,0.27,0.042,1.4,5
13.4,0.98953,0.46,0.026,2.1,8
11.0,0.99278,0.19,0.015,7.4,6
11.0,0.99186,0.2,0.016,5.0,6
11.1,0.99072,0.17,0.028,2.5,7
10.9,0.99244,0.2,0.025,6.1,5
11.5,0.99084,0.39,0.017,2.7,5
9.4,0.99754,0.4,0.033,12.9,5
10.6,0.99567,0.24,0.035,13.7,6
12.0,0.99094,0.27,0.014,2.4,4
10.2,0.99532,0.27,0.042,9.8,6
13.5,0.9874,0.61,0.009,1.3,5
9.7,0.99794,0.42,0.04,12.1,5
12.2,0.99122,0.33,0.018,6.1,6
12.3,0.99226,0.33,0.04,7.7,5
11.4,0.99099,0.15,0.022,1.4,7
12.7,0.99134,0.32,0.022,7.7,7
10.8,0.99338,0.25,0.02,6.8,6
11.0,0.9938,0.27,0.018,9.2,6
9.5,0.9955,0.27,0.05,8.3,5
10.1,0.99776,0.25,0.064,17.4,6
13.2,0.98964,0.19,0.027,2.7,7
8.8,0.99808,0.29,0.037,12.8,5
9.5,0.99551,0.34,0.043,8.2,5
9.5,0.99548,0.27,0.044,8.1,5
9.5,0.99541,0.26,0.047,8.2,6
9.5,0.99536,0.26,0.051,8.0,5
10.4,0.99524,0.25,0.043,11.8,6
9.9,0.9961,0.32,0.049,12.0,6
10.0,0.99224,0.24,0.046,1.7,5
9.4,0.99702,0.13,0.056,13.9,6
9.3,0.99657,0.39,0.098,10.7,5
10.9,0.99176,0.21,0.057,2.0,5
11.4,0.99166,0.3,0.042,2.2,5
10.3,0.99242,0.2,0.036,1.3,5
11.0,0.99109,0.18,0.033,1.1,6
10.8,0.99278,0.17,0.042,6.4,6
10.2,0.99358,0.21,0.041,6.4,5
10.2,0.99358,0.21,0.042,6.3,6
10.5,0.99705,0.26,0.06,15.1,3
11.1,0.9912,0.28,0.052,2.0,5
10.3,0.99677,0.34,0.049,12.1,5
12.9,0.99172,0.43,0.042,8.8,7
9.9,0.9953,0.41,0.045,8.8,5
11.3,0.99186,0.4,0.036,5.1,6
11.5,0.99188,0.35,0.034,6.8,6
10.7,0.99158,0.3,0.039,3.7,5
10.4,0.99522,0.28,0.042,12.2,6
12.5,0.99176,0.33,0.033,5.7,6
9.5,0.99558,0.26,0.052,8.1,5
11.3,0.9911,0.24,0.042,2.5,7
13.0,0.99016,0.46,0.034,4.0,6
11.5,0.98956,0.23,0.053,1.0,5
13.2,0.99062,0.44,0.035,5.8,7
11.5,0.99274,0.26,0.034,10.6,7
9.6,0.993,0.31,0.086,3.5,5
9.7,0.9978,0.15,0.058,16.4,6
9.2,0.9946,0.41,0.052,4.8,5
8.4,0.99429,0.31,0.052,3.3,5
12.4,0.99002,0.27,0.05,1.2,6
11.7,0.9909,0.37,0.028,2.5,6
11.0,0.99294,0.21,0.036,8.7,6
11.9,0.99044,0.26,0.032,1.6,6
13.2,0.98958,0.34,0.028,4.0,7
9.1,0.9986,0.32,0.055,16.2,5
12.6,0.99262,0.24,0.023,9.0,6
10.5,0.99212,0.39,0.194,1.4,6
10.6,0.99628,0.31,0.047,7.0,5
13.7,0.98913,0.17,0.03,3.1,7
12.0,0.99021,0.2,0.037,1.5,6
12.5,0.99198,0.32,0.031,4.6,7
12.1,0.99226,0.12,0.03,4.8,6
11.3,0.99159,0.18,0.032,4.6,6
10.3,0.99224,0.17,0.049,2.7,6
12.7,0.99068,0.21,0.039,6.3,6
9.2,0.99587,0.25,0.048,7.2,5
9.5,0.99728,0.22,0.054,12.4,6
10.1,0.99364,0.27,0.045,6.6,6
13.0,0.99018,0.39,0.038,4.0,7
13.1,0.98968,0.31,0.04,4.8,6
11.0,0.99178,0.23,0.048,1.3,6
9.4,0.9961,0.22,0.056,11.1,6
10.2,0.99534,0.23,0.055,9.8,6
8.6,0.99864,0.36,0.054,13.3,4
9.0,0.99776,0.37,0.094,11.7,5
9.6,0.99545,0.26,0.062,8.0,5
9.9,0.99299,0.22,0.057,1.6,7
10.5,0.99665,0.22,0.059,16.55,5
11.4,0.99069,0.28,0.053,1.5,5
9.4,0.99692,0.35,0.069,10.2,5
11.1,0.99324,0.73,0.054,6.6,4
8.9,0.99896,0.28,0.047,17.8,6
10.8,0.99226,0.2,0.049,1.5,5
12.2,0.99226,0.33,0.045,7.4,6
12.5,0.99076,0.24,0.029,2.0,6
10.8,0.9951,0.27,0.046,12.1,6
11.4,0.99234,0.38,0.043,8.2,6
10.6,0.99368,0.21,0.036,8.7,5
9.2,0.9937,0.34,0.044,3.5,5
12.2,0.99151,0.435,0.031,6.4,6
12.3,0.99021,0.25,0.021,2.1,6
10.4,0.99479,0.26,0.038,7.7,6
10.4,0.9954,0.24,0.035,12.3,6
11.0,0.99176,0.23,0.035,1.3,7
13.5,0.99246,0.65,0.013,1.1,4
11.4,0.9908,0.22,0.144,2.8,6
11.5,0.98994,0.27,0.071,3.5,6
14.0,0.98746,0.455,0.036,1.9,7
12.5,0.99028,0.33,0.036,3.8,7
12.8,0.98867,0.31,0.038,2.4,7
11.2,0.99174,0.39,0.037,4.8,7
13.6,0.99021,0.37,0.04,6.2,6
9.2,0.99304,0.23,0.149,1.3,6
11.1,0.99154,0.25,0.054,1.5,6
14.0,0.98746,0.455,0.036,1.9,7
9.4,0.9956,0.28,0.056,7.9,5
14.2,0.98779,0.35,0.037,1.6,7
13.2,0.98836,0.31,0.035,1.4,6
11.2,0.99138,0.25,0.05,2.6,6
10.2,0.99751,0.36,0.057,14.8,5
10.1,0.99249,0.31,0.045,0.9,5
10.3,0.99239,0.22,0.031,1.2,5
9.9,0.99512,0.14,0.056,9.9,6
11.5,0.99098,0.22,0.046,3.9,5
9.0,0.99872,0.32,0.063,15.6,5
12.1,0.98894,0.28,0.03,1.5,6
13.3,0.988245,0.3,0.036,1.6,6
11.5,0.99326,0.22,0.05,7.8,8
11.0,0.99328,0.31,0.039,5.6,4
10.7,0.99222,0.27,0.04,1.3,6
9.4,0.99898,0.46,0.046,16.7,5
10.3,0.99486,0.23,0.042,7.95,6
9.3,0.99528,0.36,0.185,6.7,5
12.0,0.99062,0.18,0.04,1.1,6
11.0,0.99282,0.27,0.048,6.3,6
9.3,0.996,0.4,0.053,8.9,5
10.1,0.99138,0.345,0.068,1.0,5
11.1,0.99166,0.23,0.053,1.5,6
9.9,0.99408,0.2,0.046,6.6,6
11.0,0.99281,0.27,0.048,6.2,6
12.5,0.98964,0.3,0.042,2.1,6
12.7,0.98952,0.3,0.042,2.2,7
9.3,0.99469,0.14,0.045,5.4,5
8.8,0.9991,0.33,0.066,17.9,5
11.2,0.99047,0.16,0.043,2.6,6
10.8,0.99178,0.22,0.038,1.3,7
10.3,0.99207,0.24,0.05,2.3,5
12.0,0.99152,0.31,0.026,4.3,5
9.5,0.99438,0.185,0.048,7.1,6
9.8,0.99622,0.43,0.04,11.9,6
9.0,0.99773,0.39,0.084,11.7,5
13.0,0.99088,0.58,0.032,5.8,7
11.8,0.99108,0.34,0.044,3.8,7
8.8,0.99803,0.35,0.056,12.4,5
11.2,0.99304,0.38,0.05,6.5,4
9.5,0.99438,0.185,0.048,7.1,6
9.4,0.99548,0.27,0.049,7.6,4
9.5,0.99551,0.29,0.049,7.9,6
10.4,0.99152,0.17,0.034,2.8,6
9.8,0.99572,0.18,0.035,10.6,7
10.3,0.99244,0.37,0.175,1.5,6
11.9,0.9903,0.24,0.033,1.7,7
12.8,0.99162,0.32,0.025,7.6,7
13.0,0.99116,0.27,0.03,7.5,6
10.4,0.9922,0.29,0.04,1.7,7
10.4,0.99223,0.29,0.034,1.7,6
10.7,0.99481,0.22,0.035,12.1,5
10.7,0.9928,0.22,0.036,4.5,7
10.4,0.99429,0.23,0.043,8.0,6
9.9,0.99454,0.11,0.044,8.6,6
9.4,0.99863,0.23,0.048,14.6,6
11.4,0.991,0.2,0.048,1.6,6
9.2,0.99317,0.2,0.06,1.1,5
10.5,0.99173,0.19,0.041,3.7,7
11.0,0.99455,0.28,0.048,8.9,7
12.1,0.99186,0.37,0.038,4.7,5
12.8,0.98944,0.26,0.041,3.1,7
10.5,0.9942,0.24,0.053,5.8,6
9.5,0.99238,0.25,0.062,1.0,5
9.2,0.99782,0.25,0.052,15.8,6
11.1,0.99111,0.14,0.047,1.5,6
12.3,0.99067,0.38,0.042,5.2,7
12.6,0.98878,0.15,0.037,2.5,6
10.8,0.9938,0.22,0.054,5.9,6
11.3,0.99143,0.21,0.044,3.1,6
9.8,0.99588,0.46,0.051,11.5,6
8.5,1.00038,0.18,0.054,18.0,6
9.3,0.99424,0.32,0.054,4.8,5
9.2,0.99626,0.4,0.055,8.5,5
11.4,0.99076,0.23,0.037,1.6,6
8.5,1.00038,0.18,0.054,18.0,6
8.4,0.99536,0.37,0.056,5.9,4
9.2,0.99318,0.23,0.062,1.1,5
10.4,0.99726,0.19,0.033,13.1,6
11.6,0.99126,0.28,0.046,4.1,6
12.4,0.98998,0.32,0.029,2.9,6
9.3,0.99304,0.26,0.052,1.1,5
12.2,0.9892,0.25,0.029,1.5,6
11.0,0.99296,0.28,0.031,7.75,6
11.4,0.99047,0.19,0.023,1.15,5
9.5,0.9924,0.29,0.06,1.0,5
9.2,0.9989,0.27,0.034,17.8,5
11.1,0.99338,0.26,0.021,5.7,6
11.0,0.99404,0.2,0.032,7.4,6
9.9,0.99287,0.33,0.041,1.4,5
9.9,0.99286,0.34,0.044,1.4,5
12.4,0.99058,1.1,0.033,4.4,4
9.4,0.9934,0.24,0.052,1.6,5
9.3,0.99545,0.24,0.053,7.9,5
8.7,0.9984,0.16,0.05,15.5,7
9.0,0.99971,0.17,0.05,17.55,7
10.7,0.99546,0.19,0.038,13.5,6
11.3,0.99058,0.16,0.034,1.3,6
11.7,0.99314,0.3,0.028,11.6,6
10.7,0.99565,0.43,0.032,13.15,5
11.4,0.99056,0.17,0.036,1.9,6
10.0,0.99362,0.41,0.048,6.1,5
11.2,0.99196,0.36,0.036,1.9,6
9.7,0.99255,0.17,0.09,1.9,5
12.5,0.99027,0.28,0.032,1.6,5
12.9,0.99302,0.5,0.029,11.3,8
11.8,0.99257,0.44,0.057,8.4,6
10.6,0.99506,0.38,0.062,8.3,5
10.7,0.9952,0.24,0.049,12.2,6
9.9,0.99498,0.28,0.048,8.0,5
12.0,0.9903,0.26,0.048,1.3,6
10.4,0.99706,0.16,0.043,12.7,7
8.5,0.99398,0.36,0.054,1.3,5
9.9,0.99588,0.35,0.06,10.5,4
9.4,0.99691,0.25,0.049,12.5,6
10.4,0.99608,0.37,0.05,9.6,5
11.0,0.99142,0.25,0.044,1.5,6
11.0,0.99138,0.23,0.044,1.5,6
10.4,0.99432,0.265,0.052,7.8,6
9.8,0.99592,0.25,0.05,10.8,6
9.4,0.99691,0.25,0.049,12.5,6
10.6,0.99432,0.23,0.046,8.6,6
10.1,0.99266,0.3,0.052,1.2,5
11.5,0.99456,0.33,0.048,14.5,8
11.4,0.9915,0.26,0.048,3.7,6
9.2,0.99322,0.2,0.058,1.1,6
9.7,0.9927,0.21,0.059,1.1,6
11.3,0.99173,0.25,0.047,3.8,6
9.6,0.99412,0.27,0.098,4.6,6
8.9,0.99666,0.24,0.07,10.2,6
10.0,0.99425,0.14,0.057,7.9,6
9.2,0.99314,0.5,0.059,2.4,6
9.0,0.99672,0.41,0.11,10.7,6
12.8,0.99024,0.25,0.03,4.9,7
9.5,0.99366,0.25,0.054,1.1,5
11.0,0.99299,0.21,0.046,5.6,5
10.6,0.99528,0.29,0.037,14.2,6
10.0,0.99568,0.37,0.057,9.5,5
11.7,0.99062,0.31,0.03,4.1,7
12.5,0.99058,0.45,0.035,4.7,7
11.1,0.99059,0.3,0.039,1.4,7
9.7,0.99119,0.23,0.041,0.9,5
12.3,0.99727,0.3,0.037,20.3,6
12.2,0.99021,0.28,0.035,3.5,6
11.3,0.99238,0.255,0.043,2.7,6
11.6,0.99164,0.4,0.053,1.2,5
11.3,0.99006,0.21,0.04,1.2,6
11.1,0.99078,0.2,0.041,2.0,6
11.2,0.99036,0.17,0.041,1.1,6
11.3,0.99123,0.21,0.046,1.5,6
12.0,0.98978,0.26,0.041,1.2,6
8.8,0.99908,0.35,0.069,18.1,6
12.0,0.99022,0.43,0.046,3.6,8
12.0,0.99024,0.4,0.046,3.5,7
9.0,0.9973,0.28,0.049,12.1,5
9.3,0.99853,0.23,0.054,17.45,6
8.7,0.99769,0.34,0.059,12.1,6
12.8,0.98954,0.44,0.095,3.0,6
11.5,0.98974,0.13,0.052,1.6,7
10.0,0.99382,0.17,0.048,5.7,5
10.0,0.99383,0.18,0.047,5.6,5
10.3,0.99538,0.31,0.059,6.8,5
10.4,0.99734,0.33,0.054,15.6,5
13.4,0.98981,0.34,0.02,6.0,7
11.2,0.99095,0.29,0.032,1.8,6
9.1,0.9964,0.31,0.048,8.6,5
10.8,0.99411,0.25,0.04,11.5,6
12.5,0.9915,0.27,0.038,7.8,6
11.3,0.99234,0.26,0.046,2.4,5
12.8,0.99016,0.65,0.035,5.0,6
12.7,0.98949,0.23,0.041,1.5,6
11.0,0.99287,0.18,0.054,5.4,7
10.4,0.99544,0.28,0.052,11.9,6
10.7,0.9941,0.27,0.051,9.0,6
10.9,0.994,0.25,0.055,10.0,6
10.4,0.99546,0.26,0.052,11.9,6
9.7,0.99737,0.13,0.064,15.5,7
9.6,0.99767,0.2,0.055,15.0,6
13.9,0.98711,0.24,0.038,1.4,7
9.4,0.99714,0.48,0.046,9.4,5
12.5,0.99134,0.26,0.032,3.7,6
9.5,0.9927,0.3,0.049,1.4,5
9.6,0.9948,0.32,0.048,6.5,5
9.6,0.99481,0.34,0.047,6.3,5
8.7,0.99825,0.16,0.056,13.7,7
10.4,0.99192,0.26,0.061,1.5,5
10.7,0.99184,0.31,0.063,1.6,5
12.0,0.99019,0.22,0.05,1.4,7
12.1,0.98998,0.23,0.044,3.5,7
13.1,0.98886,0.17,0.04,1.0,8
12.4,0.98998,0.19,0.039,1.4,6
12.6,0.98949,0.21,0.035,1.5,7
12.0,0.99009,0.22,0.04,1.6,5
11.6,0.99252,0.34,0.06,5.2,6
9.3,0.99288,0.34,0.174,1.4,5
9.3,0.99659,0.24,0.05,11.9,6
11.1,0.99133,0.35,0.048,2.4,7
10.2,0.99324,0.24,0.049,3.2,6
10.6,0.99164,0.25,0.037,1.7,6
11.3,0.99107,0.19,0.038,4.2,7
9.4,0.9986,0.24,0.052,15.4,5
9.3,0.99708,0.31,0.053,13.0,6
11.1,0.99163,0.25,0.039,5.6,6
9.9,0.99605,0.38,0.055,9.7,6
11.8,0.99065,0.3,0.041,2.5,7
12.6,0.9903,0.33,0.04,4.0,7
10.5,0.99236,0.27,0.043,1.2,5
12.3,0.98948,0.24,0.037,2.0,6
11.3,0.99045,0.33,0.048,1.2,6
9.6,0.9939,0.21,0.097,5.1,5
12.0,0.98985,0.22,0.04,1.4,6
11.2,0.99138,0.27,0.05,1.2,5
10.2,0.99348,0.2,0.044,6.5,6
12.4,0.99066,0.27,0.045,1.3,6
13.4,0.98862,0.45,0.04,2.7,8
12.6,0.98865,0.22,0.036,1.3,6
9.8,0.99472,0.3,0.053,7.4,5
9.1,0.99792,0.36,0.049,12.9,5
12.5,0.99035,0.24,0.044,1.2,6
11.7,0.99086,0.41,0.033,2.6,6
12.9,0.99013,0.24,0.044,2.3,6
10.1,0.99266,0.3,0.054,1.3,5
10.3,0.99517,0.26,0.044,10.5,6
10.3,0.99666,0.32,0.05,14.4,6
10.8,0.991,0.25,0.036,1.2,7
11.2,0.99068,0.23,0.023,3.1,6
11.8,0.99084,0.23,0.024,1.7,6
9.8,0.9939,0.17,0.05,6.0,6
10.0,0.99624,0.38,0.041,11.8,6
8.8,0.99602,0.31,0.052,6.2,4
10.1,0.9926,0.38,0.142,1.4,4
9.5,0.99718,0.44,0.056,12.1,5
9.2,0.99344,0.38,0.06,3.9,4
12.2,0.99184,0.33,0.041,4.6,6
11.3,0.99033,0.19,0.046,1.2,6
12.1,0.99248,0.28,0.038,8.1,6
11.2,0.99076,0.43,0.029,1.1,4
12.5,0.99092,0.22,0.029,6.5,7
10.6,0.99486,0.345,0.056,10.1,5
10.4,0.99464,0.255,0.056,10.7,7
10.1,0.99235,0.2,0.047,3.2,7
9.9,0.99612,0.29,0.048,12.4,6
11.0,0.99202,0.26,0.046,5.2,6
10.0,0.99261,0.22,0.045,5.0,6
12.7,0.98964,0.35,0.066,2.5,6
12.1,0.99206,0.39,0.036,9.2,6
10.4,0.9938,0.23,0.052,6.9,6
10.4,0.99204,0.22,0.05,2.0,6
9.2,0.99736,0.29,0.04,15.0,5
10.5,0.99192,0.23,0.03,1.2,5
11.9,0.99002,0.28,0.041,1.8,7
10.1,0.996,0.26,0.042,10.8,6
11.1,0.99237,0.27,0.034,3.9,6
10.8,0.99214,0.22,0.037,4.2,7
11.8,0.99041,0.26,0.019,2.0,6
9.2,0.9982,0.36,0.038,13.5,5
9.2,0.99822,0.35,0.037,13.3,5
12.3,0.9893,0.18,0.023,2.2,6
10.1,0.99274,0.36,0.145,1.4,6
11.4,0.99105,0.14,0.04,1.6,6
10.4,0.99209,0.23,0.044,2.2,6
9.8,0.99676,0.11,0.053,14.8,6
9.9,0.99251,0.24,0.047,1.8,6
11.2,0.99082,0.47,0.036,1.3,4
10.9,0.99567,0.29,0.058,9.9,5
9.2,0.99416,0.33,0.051,5.1,5
12.0,0.9887,0.32,0.033,1.5,5
12.1,0.98871,0.3,0.034,1.5,6
12.4,0.99248,0.31,0.036,11.1,6
11.2,0.99184,0.36,0.038,5.25,6
12.7,0.98952,0.31,0.042,2.3,7
12.2,0.99267,0.52,0.036,7.9,6
12.2,0.99269,0.55,0.036,8.0,6
12.2,0.98912,0.2,0.042,1.4,6
12.7,0.9895,0.29,0.044,2.3,7
12.1,0.98999,0.22,0.04,3.5,6
9.4,0.9981,0.46,0.045,13.7,5
10.1,0.995,0.21,0.041,9.9,6
9.4,0.99848,0.42,0.043,15.4,5
8.9,0.99862,0.22,0.044,16.0,6
13.0,0.98886,0.31,0.027,2.4,7
10.3,0.99474,0.22,0.054,5.5,5
10.1,0.99126,0.18,0.04,2.3,4
10.5,0.99691,0.24,0.04,16.8,6
10.1,0.99773,0.26,0.059,17.8,5
11.0,0.9928,0.2,0.049,6.8,6
10.0,0.99288,0.28,0.046,1.6,5
10.5,0.99202,0.2,0.03,4.7,6
9.7,0.99606,0.26,0.048,11.8,6
9.4,0.99922,0.21,0.045,15.7,5
11.2,0.99296,0.22,0.041,5.8,6
10.8,0.99468,0.22,0.046,9.0,5
11.0,0.99388,0.2,0.037,8.8,6
12.4,0.99315,0.26,0.038,10.2,6
9.4,0.99478,0.28,0.208,6.6,6
9.4,0.99478,0.29,0.209,6.5,5
9.5,0.99692,0.34,0.105,8.9,5
10.0,0.99616,0.39,0.034,11.1,6
12.5,0.9902,0.26,0.043,4.2,6
10.9,0.9921,0.24,0.044,1.6,6
10.5,0.99462,0.25,0.044,7.4,6
10.8,0.99476,0.24,0.05,11.5,6
11.0,0.99178,0.22,0.039,1.6,7
11.8,0.99081,0.26,0.036,2.0,6
12.6,0.99198,0.34,0.038,4.8,6
10.2,0.99545,0.225,0.054,9.8,6
12.0,0.98997,0.23,0.046,1.9,5
11.5,0.99089,0.27,0.04,1.6,6
11.94,0.99172,0.41,0.035,7.3,7
12.89333333,0.9901,0.41,0.035,5.4,7
9.4,0.99681,0.585,0.086,10.4,5
12.2,0.9893,0.34,0.038,1.9,7
9.5,0.99527,0.26,0.056,7.7,5
10.6,0.99445,0.28,0.036,11.5,6
10.5,0.99198,0.16,0.042,1.2,7
11.46666667,0.99085,0.27,0.037,2.2,6
11.4,0.99033,0.2,0.043,1.0,6
9.5,0.99538,0.24,0.054,8.2,5
9.2,0.99627,0.38,0.052,8.3,5
10.98,0.99433,0.42,0.043,9.3,5
9.4,0.9954,0.23,0.054,8.1,5
8.8,0.99807,0.19,0.057,13.9,8
10.4,0.99232,0.24,0.044,2.0,8
10.03333333,0.99788,0.27,0.054,15.7,6
11.3,0.99108,0.28,0.052,1.2,6
10.4,0.99234,0.22,0.024,1.5,6
9.2,0.99288,0.27,0.176,1.2,6
11.1,0.99195,0.2,0.034,3.2,6
11.3,0.99121,0.23,0.034,2.6,7
9.1,0.99839,0.31,0.042,13.2,6
9.4,0.99738,0.34,0.108,10.4,5
13.2,0.98963,0.36,0.015,5.7,6
12.7,0.98946,0.31,0.039,2.5,6
10.7,0.99178,0.28,0.054,1.6,5
11.43333333,0.99136,0.16,0.064,1.4,6
11.1,0.99323,0.31,0.049,7.4,6
10.53333333,0.99313,0.29,0.046,5.6,5
11.6,0.9912,0.28,0.04,3.6,6
9.533333333,0.99504,0.23,0.05,7.5,5
9.8,0.99461,0.34,0.062,5.8,6
12.0,0.99008,0.2,0.039,1.5,6
12.8,0.98959,0.24,0.039,2.9,6
9.5,0.99663,0.31,0.048,11.2,5
10.93333333,0.99334,0.29,0.041,9.65,6
9.1,0.99561,0.19,0.063,10.1,5
12.6,0.98959,0.29,0.035,3.2,6
10.9,0.99418,0.3,0.041,11.45,6
9.6,0.9937,0.22,0.096,4.5,5
9.3,0.99372,0.23,0.053,2.7,5
11.36666667,0.99157,0.23,0.038,3.5,6
12.5,0.98918,0.26,0.043,1.7,6
9.5,0.9932,0.35,0.051,2.1,5
11.0,0.99235,0.32,0.041,4.8,6
9.4,0.99373,0.34,0.042,5.0,5
11.33333333,0.9914,0.13,0.035,2.6,6
8.8,0.99494,0.315,0.041,6.6,5
11.06666667,0.99332,0.31,0.05,7.3,6
12.2,0.99198,0.3,0.058,5.0,6
11.0,0.99142,0.24,0.041,1.7,6
9.5,0.99542,0.26,0.05,8.2,5
11.0,0.9924,0.27,0.043,5.0,6
11.2,0.99112,0.21,0.039,1.2,6
9.3,0.99534,0.26,0.036,7.1,6
10.8,0.99338,0.28,0.04,9.5,4
9.2,0.99804,0.25,0.057,15.8,5
9.4,0.99899,0.22,0.048,15.5,5
10.5,0.99724,0.18,0.047,17.05,6
10.8,0.99526,0.2,0.046,12.7,6
9.4,0.99676,0.24,0.051,12.3,5
9.8,0.99699,0.27,0.053,11.8,5
12.1,0.99461,0.38,0.041,13.6,6
12.3,0.99116,0.43,0.043,5.2,6
9.733333333,0.99362,0.22,0.066,6.2,5
9.4,0.99512,0.29,0.044,7.9,5
12.8,0.9895,0.29,0.037,3.3,7
11.05,0.99043,0.19,0.046,2.8,6
9.4,0.99512,0.29,0.044,7.9,5
9.733333333,0.99391,0.24,0.069,6.3,5
13.1,0.98963,0.3,0.039,4.9,7
11.5,0.99335,0.27,0.041,10.4,7
9.1,0.99824,0.305,0.061,16.0,5
9.75,0.99391,0.24,0.069,6.3,5
10.5,0.9917,0.22,0.04,2.2,6
8.8,0.99906,0.22,0.047,17.3,6
9.9,0.99415,0.22,0.045,6.6,6
9.9,0.99418,0.21,0.047,6.5,6
9.9,0.99611,0.32,0.044,12.3,5
12.2,0.99124,0.44,0.038,5.0,6
10.8,0.99179,0.31,0.042,2.8,6
8.7,0.99886,0.36,0.051,13.6,5
13.2,0.98924,0.38,0.043,2.8,6
12.7,0.99045,0.24,0.03,5.4,6
9.4,0.9969,0.56,0.06,10.9,5
11.2,0.99196,0.24,0.045,1.7,6
11.33333333,0.99339,0.29,0.051,9.15,6
11.9,0.99224,0.28,0.051,4.5,6
11.35,0.99339,0.29,0.051,9.15,6
10.5,0.99184,0.21,0.046,1.4,5
9.8,0.99428,0.47,0.048,5.9,5
9.1,0.99834,0.34,0.051,16.4,5
12.4,0.98918,0.27,0.033,1.2,6
11.3,0.99241,0.35,0.031,7.8,6
13.1,0.98816,0.46,0.024,2.8,6
12.5,0.98916,0.38,0.035,2.9,6
10.3,0.99329,0.3,0.045,2.5,5
10.7,0.99535,0.28,0.039,12.8,6
10.4,0.99552,0.29,0.04,12.2,6
9.5,0.99514,0.3,0.049,7.7,5
9.8,0.99304,0.39,0.048,2.8,5
9.4,0.9984,0.18,0.051,17.3,6
9.0,0.99911,0.28,0.051,19.3,5
13.0,0.98952,0.35,0.045,2.7,7
9.9,0.99403,0.22,0.041,6.4,5
10.6,0.99312,0.28,0.044,2.4,6
13.4,0.98968,0.42,0.038,2.8,6
12.5,0.98946,0.32,0.031,1.7,6
9.3,0.9981,0.26,0.053,15.4,5
11.0,0.99306,0.32,0.051,4.1,5
10.3,0.99378,0.25,0.054,6.6,5
11.3,0.99036,0.21,0.051,1.2,6
10.9,0.99094,0.23,0.042,2.1,6
11.3,0.9908,0.145,0.042,1.0,6
12.1,0.9899,0.2,0.039,1.1,6
11.1,0.99173,0.28,0.039,1.4,5
9.8,0.99356,0.36,0.271,1.6,5
10.1,0.99571,0.25,0.049,9.8,6
12.4,0.98945,0.22,0.036,1.9,6
12.7,0.98865,0.2,0.034,1.3,6
9.6,0.99514,0.32,0.05,7.9,5
9.1,0.9943,0.555,0.053,4.5,5
12.8,0.99636,0.22,0.12,22.6,5
12.4,0.98987,0.3,0.037,3.5,6
9.55,0.99288,0.28,0.058,1.2,4
9.1,0.9943,0.555,0.053,4.5,5
12.5,0.99064,0.31,0.033,2.0,6
9.9,0.99394,0.15,0.05,7.8,6
11.2,0.99175,0.13,0.045,0.9,6
13.0,0.98926,0.48,0.03,2.9,6
11.7,0.99057,0.3,0.033,3.5,6
13.1,0.98898,0.28,0.038,4.2,6
12.0,0.9932,0.19,0.032,9.7,6
10.55,0.9972,0.31,0.043,10.5,6
11.45,0.9902,0.24,0.046,1.1,6
10.2,0.9988,0.23,0.053,16.1,6
9.3,0.9958,0.29,0.212,8.1,5
10.8,0.9935,0.2,0.052,6.2,5
12.2,0.9925,0.38,0.053,7.7,6
11.0,0.992,0.27,0.053,2.4,6
10.4,0.9986,0.54,0.055,16.3,6
11.4,0.9914,0.25,0.05,2.3,6
14.05,0.9909,0.61,0.041,8.4,7
10.7,0.9943,0.32,0.051,8.5,5
10.2,0.994,0.28,0.051,6.0,5
11.2,0.9904,0.19,0.044,1.1,6
12.33333333,0.99,0.305,0.036,1.75,5
11.5,0.9902,0.26,0.034,2.6,4
9.5,0.9925,0.23,0.061,1.3,5
13.4,0.9886,0.33,0.047,2.1,6
12.5,0.9898,0.27,0.034,1.1,6
11.2,0.9904,0.4,0.044,2.8,6
8.8,0.9964,0.4,0.051,9.0,5
11.2,0.9908,0.28,0.039,2.8,6
12.7,0.9899,0.32,0.036,2.2,6
9.8,0.993,0.17,0.049,5.1,6
9.8,0.9944,0.2,0.049,3.5,6
11.7,0.9956,0.13,0.058,12.7,6
9.8,0.9949,0.31,0.052,7.5,5
9.6,0.9929,0.36,0.048,2.0,5
9.7,0.9975,0.18,0.048,14.3,5
10.0,0.995,0.16,0.049,9.8,6
12.3,0.9946,0.27,0.058,12.7,6
9.0,0.9934,0.37,0.068,3.5,6
9.1,0.9984,0.26,0.047,12.7,6
9.1,0.9984,0.28,0.049,12.9,6
11.4,0.9908,0.12,0.056,1.3,6
10.5,0.9963,0.25,0.049,10.5,5
12.4,0.98914,0.24,0.04,1.5,6
9.1,0.9984,0.26,0.047,12.7,6
9.1,0.9984,0.28,0.049,12.9,6
10.1,0.9937,0.18,0.049,1.2,5
10.9,0.993,0.09,0.032,6.2,6
11.05,0.9956,0.14,0.026,8.8,5
